anio;jurisdiccion;Empresa;linea
07/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL";"LINEA 721"
07/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 501E"
07/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 504C"
07/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 583"
07/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 619"
07/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 603"
07/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 584"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 720"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 513A"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 511A"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 508A"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 506B"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 505C"
07/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 505A"
07/2019;MUNICIPAL;"MICROEXPRES S.A.";"LINEA 503 ESTE LA PLATA"
07/2019;MUNICIPAL;"NUEVO IDEAL S.A.";"LINEA 620"
07/2019;MUNICIPAL;"PILAR BUS S.A";"LINEA 510B"
07/2019;MUNICIPAL;"RUTA BUS S.A.";"LINEA 501H"
07/2019;MUNICIPAL;"RUTA BUS S.A.";"LINEA 511B"
07/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 503C"
07/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 741"
07/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L";"LINEA 503H"
07/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 500C"
07/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 501F"
07/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 502B"
07/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 503E"
07/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L.";"LINEA 515"
07/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 621"
07/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 501G"
07/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 500"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 513"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 512"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 511"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 509C"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 508"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 507"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 506"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 503"
07/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 500H"
07/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 500D"
07/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA 502 SUR"
07/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA 520C"
07/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA_NORTE MUNICIPAL"
07/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";"LINEA 503A BS AS"
07/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";"LINEA 723"
07/2019;MUNICIPAL;"UTENOR SA L 722";"LINEA 722"
07/2019;MUNICIPAL;"YITOS S.A.";"LINEA 561"
07/2019;MUNICIPAL;"YITOS S.A.";"LINEA 544"
07/2019;MUNICIPAL;"YITOS S.A.";"LINEA 543"
07/2019;MUNICIPAL;"YITOS S.A.";"LINEA 541"
07/2019;MUNICIPAL;"YITOS S.A.";"LINEA 562"
06/2019;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 622"
06/2019;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 628"
06/2019;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";"LINEA 514"
06/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 553 BSAS"
06/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 552 BSAS"
06/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 550 BSAS"
06/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 540 BSAS"
06/2019;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 523"
06/2019;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 551"
06/2019;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 542"
06/2019;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 585"
06/2019;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 586"
06/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 504B"
06/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 507B"
06/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 670"
06/2019;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";"LINEA 505 D"
06/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";"LINEA 6JUL"
06/2019;MUNICIPAL;"EL URBANO SRL";"LINEA 527"
06/2019;MUNICIPAL;"EL URBANO SRL";"LINEA 522"
06/2019;MUNICIPAL;"EMPRESA 501 SA";"LINEA 501 A"
06/2019;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L.";"LINEA 524"
06/2019;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 710"
06/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 505 AMBA ALMIRANTE BROWN"
06/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 506 AMBA ALMIRANTE BROWN"
06/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 521 AMBA ALMIRANTE BROWN"
06/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 749"
06/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";"LINEA 500B"
06/2019;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 518"
06/2019;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 532"
06/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 634"
06/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 504 ITUZAINGO"
06/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 504A"
06/2019;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";"LINEA 548"
06/2019;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 501C"
06/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA OESTE"
06/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 508C"
06/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 561B"
06/2019;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";"LINEA 501B"
06/2019;MUNICIPAL;"EMRESA MONTERREY S.R.L.";"LINEA 506A"
06/2019;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L.";"LINEA 502A"
06/2019;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L.";"LINEA 501D"
06/2019;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A.";"LINEA 518 LA PLATA"
06/2019;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A.";"LINEA 503 ESTE"
06/2019;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 510A"
06/2019;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 564"
06/2019;MUNICIPAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 582"
06/2019;MUNICIPAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 580"
06/2019;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 506F"
06/2019;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 570"
06/2019;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 635 BS AS"
06/2019;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 624"
06/2019;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 520A"
06/2019;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 740"
06/2019;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL";"LINEA 509"
06/2019;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";"LINEA 501I"
06/2019;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";"LINEA 630"
06/2019;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C.";"LINEA 502"
06/2019;MUNICIPAL;"LINEA SESENTA SA";"LINEA 509D"
06/2019;MUNICIPAL;"LINEA SESENTA SA";"LINEA 514BA"
06/2019;MUNICIPAL;"LINEA SESENTA SA";"LINEA 503 B"
06/2019;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 520B"
06/2019;MUNICIPAL;"MICRO OMNIBUS ESTE S.A";"LINEA 526"
06/2019;MUNICIPAL;"MICRO OMNIBUS ESTE S.A";"LINEA 521 A"
06/2019;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 707"
06/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL";"LINEA 721"
06/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 501E"
06/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 583"
06/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 504C"
06/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 584"
06/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 603"
06/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 619"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 508A"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 505C"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 505A"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 506B"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 513A"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 720"
06/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 511A"
06/2019;MUNICIPAL;"MICROEXPRES S.A.";"LINEA 503 ESTE LA PLATA"
06/2019;MUNICIPAL;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";MATIENZO-CEMENTERIO
06/2019;MUNICIPAL;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";"PARQUE-TOMAS JOFRE"
06/2019;MUNICIPAL;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";PARQUE-FAVALORO
06/2019;MUNICIPAL;"NACION SERVICIOS S.A.";"LINEA 500"
06/2019;MUNICIPAL;"NUEVO IDEAL S.A.";"LINEA 620"
06/2019;MUNICIPAL;"PILAR BUS S.A";"LINEA 510B"
06/2019;MUNICIPAL;"RUTA BUS S.A.";"LINEA 501H"
06/2019;MUNICIPAL;"RUTA BUS S.A.";"LINEA 511B"
06/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 503C"
06/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE";"LINEA 741"
06/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L";"LINEA 503H"
06/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 500C"
06/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 502B"
06/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 501F"
06/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 503E"
06/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L.";"LINEA 515"
06/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 621"
06/2019;MUNICIPAL;"TRANSPORTE SAPEM";"LINEA 500"
06/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 501G"
06/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 500"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 506"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 509C"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 500H"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 508"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 507"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 511"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 503"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 512"
06/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 513"
06/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 500D"
06/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA 520C"
06/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA 502 SUR"
06/2019;MUNICIPAL;"UNION PLATENSE SRL";"LINEA_NORTE MUNICIPAL"
06/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";"LINEA 503A BS AS"
06/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";"LINEA 723"
06/2019;MUNICIPAL;"UTENOR SA L 722";"LINEA 722"
06/2019;MUNICIPAL;"YITOS S.A.";"LINEA 544"
06/2019;MUNICIPAL;"YITOS S.A.";"LINEA 562"
06/2019;MUNICIPAL;"YITOS S.A.";"LINEA 561"
06/2019;MUNICIPAL;"YITOS S.A.";"LINEA 543"
06/2019;MUNICIPAL;"YITOS S.A.";"LINEA 541"
05/2019;MUNICIPAL;"LINEA 500";"TRANSPORTES LA PERLITA S.A."
05/2019;MUNICIPAL;"LINEA 500";"NACION SERVICIOS S.A."
05/2019;MUNICIPAL;"LINEA 500";"TRANSPORTE SAPEM"
05/2019;MUNICIPAL;"LINEA 500B";"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
05/2019;MUNICIPAL;"LINEA 500C";"TRANSPORTE 11 DE JUNIO S.R.L."
05/2019;MUNICIPAL;"LINEA 500D";"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
05/2019;MUNICIPAL;"LINEA 500H";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 501 A";"EMPRESA 501 SA"
05/2019;MUNICIPAL;"LINEA 501B";"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
05/2019;MUNICIPAL;"LINEA 501C";"EMPRESA MONTE GRANDE S.A. LINEA 501"
05/2019;MUNICIPAL;"LINEA 501D";"EXPRESO EMPALME LOBOS S.R.L."
05/2019;MUNICIPAL;"LINEA 501E";"MICRO OMNIBUS PRIMERA JUNTA S.A"
05/2019;MUNICIPAL;"LINEA 501F";"TRANSPORTE 11 DE JUNIO S.R.L."
05/2019;MUNICIPAL;"LINEA 501G";"TRANSPORTES LA PERLITA S.A."
05/2019;MUNICIPAL;"LINEA 501H";"RUTA BUS S.A."
05/2019;MUNICIPAL;"LINEA 501I";"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
05/2019;MUNICIPAL;"LINEA 502";"LINEA EXPRESO LINIERS S.A.I.Y C."
05/2019;MUNICIPAL;"LINEA 502 SUR";"UNION PLATENSE SRL"
05/2019;MUNICIPAL;"LINEA 502A";"EXPRESO EMPALME LOBOS S.R.L."
05/2019;MUNICIPAL;"LINEA 502B";"TRANSPORTE 11 DE JUNIO S.R.L."
05/2019;MUNICIPAL;"LINEA 503";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 503 B";"LINEA SESENTA SA"
05/2019;MUNICIPAL;"LINEA 503 ESTE";"EXPRESO LA PLATA BUENOS AIRES S.A."
05/2019;MUNICIPAL;"LINEA 503 ESTE LA PLATA";"MICROEXPRES S.A."
05/2019;MUNICIPAL;"LINEA 503A BS AS";"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
05/2019;MUNICIPAL;"LINEA 503C";"SAN VICENTE S.A. DE TRANSPORTES"
05/2019;MUNICIPAL;"LINEA 503E";"TRANSPORTE 11 DE JUNIO S.R.L."
05/2019;MUNICIPAL;"LINEA 503H";"SERGIO A. RIVAS S.R.L"
05/2019;MUNICIPAL;"LINEA 504 ITUZAINGO";"EMPRESA LINEA 216 S.A.T."
05/2019;MUNICIPAL;"LINEA 504A";"EMPRESA LINEA 216 S.A.T."
05/2019;MUNICIPAL;"LINEA 504B";"COMPAÑIA ISLEÑA S.R.L."
05/2019;MUNICIPAL;"LINEA 504C";"MICRO OMNIBUS PRIMERA JUNTA S.A"
05/2019;MUNICIPAL;"LINEA 505 AMBA ALMIRANTE BROWN";"EMPRESA DE TRANSPORTE DEL SUR SRL"
05/2019;MUNICIPAL;"LINEA 505 D";"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
05/2019;MUNICIPAL;"LINEA 505A";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 505C";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 506";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 506 AMBA ALMIRANTE BROWN";"EMPRESA DE TRANSPORTE DEL SUR SRL"
05/2019;MUNICIPAL;"LINEA 506A";"EMRESA MONTERREY S.R.L."
05/2019;MUNICIPAL;"LINEA 506B";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 506F";"FUERTE BARRAGAN S.A.T.I.C.I."
05/2019;MUNICIPAL;"LINEA 507";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 507B";"COMPAÑIA ISLEÑA S.R.L."
05/2019;MUNICIPAL;"LINEA 508";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 508A";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 508C";"EMPRESA NUEVE DE JULIO S.A.T."
05/2019;MUNICIPAL;"LINEA 509";"LA PRIMERA DE LA ESCONDIDA SRL"
05/2019;MUNICIPAL;"LINEA 509C";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 509D";"LINEA SESENTA SA"
05/2019;MUNICIPAL;"LINEA 510A";"EXPRESO VILLA GALICIA  SAN JOSE S.A."
05/2019;MUNICIPAL;"LINEA 510B";"PILAR BUS S.A"
05/2019;MUNICIPAL;"LINEA 511";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 511A";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 511B";"RUTA BUS S.A."
05/2019;MUNICIPAL;"LINEA 512";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 513";"TRANSPORTES SAN JUAN BAUTISTA S.A."
05/2019;MUNICIPAL;"LINEA 513A";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 514";"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
05/2019;MUNICIPAL;"LINEA 514BA";"LINEA SESENTA SA"
05/2019;MUNICIPAL;"LINEA 515";"TRANSPORTE DEL SUR S.R.L."
05/2019;MUNICIPAL;"LINEA 518";"EMPRESA J.M. EZEIZA S.R.L."
05/2019;MUNICIPAL;"LINEA 518 LA PLATA";"EXPRESO LA PLATA BUENOS AIRES S.A."
05/2019;MUNICIPAL;"LINEA 520A";"LA CENTRAL DE ESCOBAR SA"
05/2019;MUNICIPAL;"LINEA 520B";"MICRO OMNIBUS AVENIDA S.A."
05/2019;MUNICIPAL;"LINEA 520C";"UNION PLATENSE SRL"
05/2019;MUNICIPAL;"LINEA 521 A";"MICRO OMNIBUS ESTE S.A"
05/2019;MUNICIPAL;"LINEA 521 AMBA ALMIRANTE BROWN";"EMPRESA DE TRANSPORTE DEL SUR SRL"
05/2019;MUNICIPAL;"LINEA 522";"EL URBANO SRL"
05/2019;MUNICIPAL;"LINEA 523";"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
05/2019;MUNICIPAL;"LINEA 524";"EMPRESA CINCO DE AGOSTO S.R.L."
05/2019;MUNICIPAL;"LINEA 526";"MICRO OMNIBUS ESTE S.A"
05/2019;MUNICIPAL;"LINEA 527";"EL URBANO SRL"
05/2019;MUNICIPAL;"LINEA 532";"EMPRESA J.M. EZEIZA S.R.L."
05/2019;MUNICIPAL;"LINEA 540 BSAS";"AUTOBUSES BUENOS AIRES SRL"
05/2019;MUNICIPAL;"LINEA 541";"YITOS S.A."
05/2019;MUNICIPAL;"LINEA 542";"CIA LA PAZ AMADOR MOURE SACIFIYA"
05/2019;MUNICIPAL;"LINEA 543";"YITOS S.A."
05/2019;MUNICIPAL;"LINEA 544";"YITOS S.A."
05/2019;MUNICIPAL;"LINEA 548";"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
05/2019;MUNICIPAL;"LINEA 550 BSAS";"AUTOBUSES BUENOS AIRES SRL"
05/2019;MUNICIPAL;"LINEA 551";"CIA LA PAZ AMADOR MOURE SACIFIYA"
05/2019;MUNICIPAL;"LINEA 552 BSAS";"AUTOBUSES BUENOS AIRES SRL"
05/2019;MUNICIPAL;"LINEA 553 BSAS";"AUTOBUSES BUENOS AIRES SRL"
05/2019;MUNICIPAL;"LINEA 561";"YITOS S.A."
05/2019;MUNICIPAL;"LINEA 561B";"EMPRESA NUEVE DE JULIO S.A.T."
05/2019;MUNICIPAL;"LINEA 562";"YITOS S.A."
05/2019;MUNICIPAL;"LINEA 564";"EXPRESO VILLA GALICIA  SAN JOSE S.A."
05/2019;MUNICIPAL;"LINEA 570";"GENERAL TOMAS GUIDO S.A.C.I.F."
05/2019;MUNICIPAL;"LINEA 580";"EXPRESO VILLA NUEVA S.A."
05/2019;MUNICIPAL;"LINEA 582";"EXPRESO VILLA NUEVA S.A."
05/2019;MUNICIPAL;"LINEA 583";"MICRO OMNIBUS PRIMERA JUNTA S.A"
05/2019;MUNICIPAL;"LINEA 584";"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
05/2019;MUNICIPAL;"LINEA 585";"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
05/2019;MUNICIPAL;"LINEA 586";"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
05/2019;MUNICIPAL;"LINEA 603";"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
05/2019;MUNICIPAL;"LINEA 619";"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
05/2019;MUNICIPAL;"LINEA 620";"NUEVO IDEAL S.A."
05/2019;MUNICIPAL;"LINEA 621";"TRANSPORTE IDEAL SAN JUSTO S.A."
05/2019;MUNICIPAL;"LINEA 622";"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
05/2019;MUNICIPAL;"LINEA 624";"LA CABAÑA S.A."
05/2019;MUNICIPAL;"LINEA 628";"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
05/2019;MUNICIPAL;"LINEA 630";"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
05/2019;MUNICIPAL;"LINEA 634";"EMPRESA LINEA 216 S.A.T."
05/2019;MUNICIPAL;"LINEA 635 BS AS";"LA CABAÑA S.A."
05/2019;MUNICIPAL;"LINEA 670";"COMPAÑIA ISLEÑA S.R.L."
05/2019;MUNICIPAL;"LINEA 6JUL";"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
05/2019;MUNICIPAL;"LINEA 707";"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
05/2019;MUNICIPAL;"LINEA 710";"EMPRESA CIUDAD DE SAN FERNANDO SA"
05/2019;MUNICIPAL;"LINEA 720";"MICRO OMNIBUS TIGRE S.A."
05/2019;MUNICIPAL;"LINEA 721";"MICRO OMNIBUS GRAL PACHECO SRL"
05/2019;MUNICIPAL;"LINEA 722";"UTENOR SA L 722"
05/2019;MUNICIPAL;"LINEA 723";"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
05/2019;MUNICIPAL;"LINEA 740";"LA PRIMERA DE GRAND BOURG S.A."
05/2019;MUNICIPAL;"LINEA 741";"SARGENTO CABRAL S.A.DE TRANSPORTE"
05/2019;MUNICIPAL;"LINEA 749";"EMPRESA DE TRANSPORTES EL LITORAL S.A."
05/2019;MUNICIPAL;"LINEA OESTE";"EMPRESA NUEVE DE JULIO S.A.T."
05/2019;MUNICIPAL;"LINEA_NORTE MUNICIPAL";"UNION PLATENSE SRL"
05/2019;MUNICIPAL;MATIENZO-CEMENTERIO;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE"
05/2019;MUNICIPAL;PARQUE-FAVALORO;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE"
